0 		 parameter nu_bar
0.1 		 parameter epsilon

101,1 		 np,nf (ODD Numb of pts per filament(<= NP if ic.dat), Num of filaments : this number must be coherent with the initial condition type set below) 
0.0019 	 ts (Timestep)

10000 		 number of time steps to take
1 		 time steps per plot
50 		 time steps per write to history file

8 		 number of periodic boxes (open filament) 
0 		 initial display mode of filament : 0 for curve, 1 for worm
1,2 		 simulation resolution, rotation resolution

3 		 verbose: Level of diagnostics
gamma_param[0],delta_bar[0],m_flux[0] =1, 1, 0
File written: Wed Sep 18 10:40:42 2002
Comments: 3D 





Ascii values of ux, uy and uz follow
0.157885 0.0939096 -1.00326
0.141741 0.154801 -0.993868
0.127165 0.213869 -0.98055
0.114578 0.270979 -0.963798
0.104302 0.326114 -0.944088
0.0965624 0.379365 -0.921835
0.0914984 0.43091 -0.897341
0.0891838 0.480969 -0.870771
0.0896473 0.52976 -0.842139
0.0928834 0.577443 -0.811323
0.0988504 0.624075 -0.778097
0.107455 0.669579 -0.742173
0.118531 0.713732 -0.703246
0.131821 0.75618 -0.661047
0.146971 0.796476 -0.61538
0.163529 0.834116 -0.566155
0.180962 0.868583 -0.513396
0.198677 0.899387 -0.457244
0.216041 0.92611 -0.397958
0.232388 0.948465 -0.335894
0.24704 0.966355 -0.271491
0.259327 0.979877 -0.205226
0.268633 0.989261 -0.13758
0.274446 0.994765 -0.0690186
0.276009 0.997031 1.58614e-16
0.274021 0.995207 0.069018
Ascii values of ux, uy and uz follow
0.29356 0.975977 -0.0690359
0.295392 0.977285 1.52471e-16
0.293941 0.975644 0.069036
0.289587 0.970687 0.137747
0.282346 0.962307 0.205777
0.272289 0.950328 0.272711
0.259601 0.934536 0.338072
0.244633 0.91476 0.401348
0.227931 0.890953 0.46205
0.210203 0.863245 0.519788
0.192255 0.831924 0.574307
0.174903 0.797373 0.625485
0.158887 0.760004 0.673295
0.144817 0.720202 0.71776
0.133138 0.678297 0.75893
0.124129 0.634544 0.796874
0.117929 0.589104 0.831671
0.114586 0.54204 0.863414
0.114109 0.493332 0.892186
0.116496 0.442904 0.918042
0.121746 0.390667 0.940981
0.129829 0.336559 0.960928
0.140642 0.280571 0.977729
0.153956 0.222752 0.991154
0.169383 0.163206 1.00091
0.186366 0.102089 1.00666
0.204204 0.0396106 1.00805
0.222097 -0.0239564 1.00477
0.239227 -0.0882678 0.996663
0.254842 -0.152928 0.983722
0.268339 -0.217533 0.966174
0.2793 -0.281707 0.944396
0.287492 -0.345127 0.918815
0.292812 -0.407514 0.88982
0.295231 -0.468609 0.85771
0.294747 -0.528153 0.822701
0.29136 -0.585863 0.784944
0.285078 -0.641401 0.744539
0.275946 -0.694349 0.701549
0.264105 -0.744208 0.656023
0.249846 -0.79044 0.608044
0.23365 -0.83256 0.55778
0.216178 -0.870233 0.505508
0.198211 -0.903316 0.451586
0.180573 -0.931848 0.396408
0.164037 -0.955987 0.340354
0.14926 -0.97594 0.283765
0.136745 -0.991922 0.226922
0.126824 -1.00413 0.170039
0.119679 -1.01272 0.113246
0.115382 -1.01782 0.0565793
0.11395 -1.01951 -2.18276e-16
0.115382 -1.01782 -0.0565793
0.119679 -1.01272 -0.113246
0.126824 -1.00413 -0.170039
0.136745 -0.991922 -0.226922
0.14926 -0.97594 -0.283765
0.164037 -0.955987 -0.340354
0.180573 -0.931848 -0.396408
0.198211 -0.903316 -0.451586
0.216178 -0.870233 -0.505508
0.23365 -0.83256 -0.55778
0.249846 -0.79044 -0.608044
0.264105 -0.744208 -0.656023
0.275946 -0.694349 -0.701549
0.285078 -0.641401 -0.744539
0.29136 -0.585863 -0.784944
0.294747 -0.528153 -0.822701
0.295231 -0.468609 -0.85771
0.292812 -0.407514 -0.88982
0.287492 -0.345127 -0.918815
0.2793 -0.281707 -0.944396
0.268339 -0.217533 -0.966174
0.254842 -0.152928 -0.983722
0.239227 -0.0882678 -0.996663
0.222097 -0.0239564 -1.00477
0.204204 0.0396106 -1.00805
0.186366 0.102089 -1.00666
0.169383 0.163206 -1.00091
0.153956 0.222752 -0.991154
0.140642 0.280571 -0.977729
0.129829 0.336559 -0.960928
0.121746 0.390667 -0.940981
0.116496 0.442904 -0.918042
0.114109 0.493332 -0.892186
0.114586 0.54204 -0.863414
0.117929 0.589104 -0.831671
0.124129 0.634544 -0.796874
0.133138 0.678297 -0.75893
0.144817 0.720202 -0.71776
0.158887 0.760004 -0.673295
0.174903 0.797373 -0.625485
0.192255 0.831924 -0.574307
0.210203 0.863245 -0.519788
0.227931 0.890953 -0.46205
0.244633 0.91476 -0.401348
0.259601 0.934536 -0.338072
0.272289 0.950328 -0.272711
0.282346 0.962307 -0.205777
0.289587 0.970687 -0.137747
0.293941 0.975644 -0.069036
0.295017 0.977617 1.48534e-16
0.29356 0.975977 0.0690359
Ascii values of ux, uy and uz follow
0.312807 0.960459 -0.0690368
0.314498 0.961897 1.8433e-16
0.313202 0.96016 0.0690367
0.309296 0.954978 0.137758
0.302749 0.946436 0.205838
0.293583 0.934654 0.272935
0.28196 0.919743 0.3387
0.268222 0.901767 0.402786
0.252883 0.880717 0.464851
0.236571 0.856521 0.524552
0.219973 0.829091 0.581539
0.203787 0.798381 0.635474
0.188681 0.76444 0.686056
0.175251 0.727429 0.733058
0.163971 0.687604 0.776349
0.15518 0.645259 0.815906
0.149081 0.600661 0.851795
0.145775 0.553994 0.884121
0.145302 0.505336 0.912978
0.147666 0.454681 0.93839
0.152841 0.401989 0.960279
0.160752 0.347238 0.978462
0.171232 0.290477 0.992686
0.183992 0.231846 1.00269
0.1986 0.171562 1.00829
0.214498 0.109896 1.0094
0.231036 0.0471318 1.0061
0.247521 -0.0164532 0.998561
0.263258 -0.0805986 0.987032
0.277593 -0.145046 0.971758
0.289969 -0.209517 0.952938
0.29998 -0.273692 0.930708
0.307408 -0.337218 0.905157
0.312192 -0.399736 0.876353
0.314354 -0.46091 0.844374
0.313923 -0.520437 0.809336
0.310891 -0.578053 0.771406
0.305225 -0.633513 0.730802
0.296923 -0.68658 0.687791
0.28609 -0.737013 0.642648
0.273007 -0.784552 0.595621
0.258137 -0.828908 0.546894
0.242075 -0.869758 0.496593
0.225495 -0.906755 0.444814
0.209094 -0.939569 0.391671
0.193558 -0.967929 0.337335
0.179509 -0.991678 0.28204
0.167468 -1.01079 0.226067
0.157819 -1.02535 0.169695
0.150807 -1.03555 0.11315
0.146563 -1.04156 0.05657
0.145144 -1.04355 -2.69001e-16
0.146563 -1.04156 -0.05657
0.150807 -1.03555 -0.11315
0.157819 -1.02535 -0.169695
0.167468 -1.01079 -0.226067
0.179509 -0.991678 -0.28204
0.193558 -0.967929 -0.337335
0.209094 -0.939569 -0.391671
0.225495 -0.906755 -0.444814
0.242075 -0.869758 -0.496593
0.258137 -0.828908 -0.546894
0.273007 -0.784552 -0.595621
0.28609 -0.737013 -0.642648
0.296923 -0.68658 -0.687791
0.305225 -0.633513 -0.730802
0.310891 -0.578053 -0.771406
0.313923 -0.520437 -0.809336
0.314354 -0.46091 -0.844374
0.312192 -0.399736 -0.876353
0.307408 -0.337218 -0.905157
0.29998 -0.273692 -0.930708
0.289969 -0.209517 -0.952938
0.277593 -0.145046 -0.971758
0.263258 -0.0805986 -0.987032
0.247521 -0.0164532 -0.998561
0.231036 0.0471318 -1.0061
0.214498 0.109896 -1.0094
0.1986 0.171562 -1.00829
0.183992 0.231846 -1.00269
0.171232 0.290477 -0.992686
0.160752 0.347238 -0.978462
0.152841 0.401989 -0.960279
0.147666 0.454681 -0.93839
0.145302 0.505336 -0.912978
0.145775 0.553994 -0.884121
0.149081 0.600661 -0.851795
0.15518 0.645259 -0.815906
0.163971 0.687604 -0.776349
0.175251 0.727429 -0.733058
0.188681 0.76444 -0.686056
0.203787 0.798381 -0.635474
0.219973 0.829091 -0.581539
0.236571 0.856521 -0.524552
0.252883 0.880717 -0.464851
0.268222 0.901767 -0.402786
0.28196 0.919743 -0.3387
0.293583 0.934654 -0.272935
0.302749 0.946436 -0.205838
0.309296 0.954978 -0.137758
0.313202 0.96016 -0.0690367
0.314101 0.962193 1.84621e-16
0.312807 0.960459 0.0690368
Ascii values of ux, uy and uz follow
0.331917 0.94439 -0.0690373
0.333796 0.945543 1.64207e-16
0.33226 0.94405 0.0690375
0.327755 0.939581 0.137772
0.320577 0.932165 0.205921
0.311156 0.921847 0.273223
0.299983 0.908668 0.339434
0.287527 0.892636 0.404294
0.274207 0.87371 0.467499
0.260408 0.851804 0.528698
0.246537 0.826822 0.587511
0.233045 0.79869 0.643552
0.220415 0.767378 0.696456
0.209123 0.732911 0.745891
0.19958 0.695366 0.791571
0.192097 0.654866 0.833272
0.186881 0.61155 0.87083
0.184046 0.565551 0.904145
0.183639 0.516982 0.933152
0.185668 0.465936 0.957797
0.190099 0.412514 0.97802
0.196844 0.356856 0.993753
0.20573 0.299153 1.00495
0.216481 0.239648 1.01159
0.228715 0.178618 1.01373
0.241974 0.116361 1.01149
0.255771 0.0531788 1.00507
0.269641 -0.0106306 0.994692
0.283164 -0.0747787 0.980645
0.295952 -0.138997 0.963186
0.307603 -0.203038 0.942526
0.317662 -0.26667 0.918807
0.32564 -0.329662 0.892125
0.331077 -0.391773 0.862565
0.333624 -0.452746 0.830234
0.333111 -0.512315 0.795268
0.329572 -0.570217 0.75782
0.323242 -0.626211 0.718057
0.314516 -0.680087 0.676149
0.303872 -0.731652 0.632258
0.291795 -0.7807 0.586529
0.278719 -0.82697 0.539084
0.265037 -0.870134 0.490027
0.251142 -0.90982 0.439463
0.23747 -0.945652 0.387511
0.224499 -0.977281 0.334318
0.212711 -1.00441 0.280061
0.202545 -1.02682 0.224945
0.194347 -1.04433 0.169186
0.188359 -1.05687 0.112996
0.184722 -1.0644 0.056554
0.183504 -1.0669 -3.84817e-16
0.184722 -1.0644 -0.056554
0.188359 -1.05687 -0.112996
0.194347 -1.04433 -0.169186
0.202545 -1.02682 -0.224945
0.212711 -1.00441 -0.280061
0.224499 -0.977281 -0.334318
0.23747 -0.945652 -0.387511
0.251142 -0.90982 -0.439463
0.265037 -0.870134 -0.490027
0.278719 -0.82697 -0.539084
0.291795 -0.7807 -0.586529
0.303872 -0.731652 -0.632258
0.314516 -0.680087 -0.676149
0.323242 -0.626211 -0.718057
0.329572 -0.570217 -0.75782
0.333111 -0.512315 -0.795268
0.333624 -0.452746 -0.830234
0.331077 -0.391773 -0.862565
0.32564 -0.329662 -0.892125
0.317662 -0.26667 -0.918807
0.307603 -0.203038 -0.942526
0.295952 -0.138997 -0.963186
0.283164 -0.0747787 -0.980645
0.269641 -0.0106306 -0.994692
0.255771 0.0531788 -1.00507
0.241974 0.116361 -1.01149
0.228715 0.178618 -1.01373
0.216481 0.239648 -1.01159
0.20573 0.299153 -1.00495
0.196844 0.356856 -0.993753
0.190099 0.412514 -0.97802
0.185668 0.465936 -0.957797
0.183639 0.516982 -0.933152
0.184046 0.565551 -0.904145
0.186881 0.61155 -0.87083
0.192097 0.654866 -0.833272
0.19958 0.695366 -0.791571
0.209123 0.732911 -0.745891
0.220415 0.767378 -0.696456
0.233045 0.79869 -0.643552
0.246537 0.826822 -0.587511
0.260408 0.851804 -0.528698
0.274207 0.87371 -0.467499
0.287527 0.892636 -0.404294
0.299983 0.908668 -0.339434
0.311156 0.921847 -0.273223
0.320577 0.932165 -0.205921
0.327755 0.939581 -0.137772
0.33226 0.94405 -0.0690375
0.333453 0.945894 1.6275e-16
0.331917 0.94439 0.0690373
Ascii values of ux, uy and uz follow
0.346422 0.928267 -0.0690507
0.347945 0.929033 9.16838e-17
0.34667 0.927978 0.0690509
0.342875 0.92476 0.137899
0.336669 0.919233 0.206321
0.328291 0.91121 0.274073
0.318148 0.900499 0.340892
0.306795 0.886927 0.406511
0.294864 0.87034 0.470644
0.282979 0.850598 0.532971
0.271682 0.827585 0.593122
0.261384 0.801218 0.650679
0.252359 0.771464 0.705195
0.244756 0.738341 0.756228
0.238632 0.701916 0.803379
0.233997 0.662291 0.846315
0.230838 0.619583 0.884788
0.229142 0.573909 0.918623
0.2289 0.525385 0.947707
0.23011 0.474127 0.971964
0.23278 0.420279 0.991347
0.236922 0.36403 1.00583
0.242549 0.305632 1.01542
0.249662 0.245405 1.02017
0.258225 0.183716 1.02022
0.268122 0.120957 1.01573
0.279125 0.0575094 1.00696
0.290868 -0.00628786 0.994165
0.30285 -0.0701523 0.977644
0.314468 -0.133859 0.957675
0.325082 -0.19723 0.934536
0.334101 -0.26011 0.908508
0.341066 -0.322365 0.879882
0.345682 -0.383873 0.848953
0.347803 -0.444516 0.815978
0.347378 -0.50416 0.781138
0.344416 -0.56262 0.744517
0.338994 -0.619653 0.706119
0.331303 -0.674961 0.665908
0.321694 -0.728225 0.623846
0.310675 -0.779126 0.579909
0.298865 -0.827341 0.534098
0.2869 -0.872535 0.48644
0.275354 -0.914339 0.437003
0.264686 -0.952354 0.385907
0.255215 -0.986175 0.333328
0.247127 -1.01541 0.27949
0.240508 -1.03974 0.224647
0.235377 -1.05888 0.169058
0.231727 -1.07266 0.112958
0.229545 -1.08096 0.0565501
0.228819 -1.08374 -3.52028e-16
0.229545 -1.08096 -0.0565501
0.231727 -1.07266 -0.112958
0.235377 -1.05888 -0.169058
0.240508 -1.03974 -0.224647
0.247127 -1.01541 -0.27949
0.255215 -0.986175 -0.333328
0.264686 -0.952354 -0.385907
0.275354 -0.914339 -0.437003
0.2869 -0.872535 -0.48644
0.298865 -0.827341 -0.534098
0.310675 -0.779126 -0.579909
0.321694 -0.728225 -0.623846
0.331303 -0.674961 -0.665908
0.338994 -0.619653 -0.706119
0.344416 -0.56262 -0.744517
0.347378 -0.50416 -0.781138
0.347803 -0.444516 -0.815978
0.345682 -0.383873 -0.848953
0.341066 -0.322365 -0.879882
0.334101 -0.26011 -0.908508
0.325082 -0.19723 -0.934536
0.314468 -0.133859 -0.957675
0.30285 -0.0701523 -0.977644
0.290868 -0.00628786 -0.994165
0.279125 0.0575094 -1.00696
0.268122 0.120957 -1.01573
0.258225 0.183716 -1.02022
0.249662 0.245405 -1.02017
0.242549 0.305632 -1.01542
0.236922 0.36403 -1.00583
0.23278 0.420279 -0.991347
0.23011 0.474127 -0.971964
0.2289 0.525385 -0.947707
0.229142 0.573909 -0.918623
0.230838 0.619583 -0.884788
0.233997 0.662291 -0.846315
0.238632 0.701916 -0.803379
0.244756 0.738341 -0.756228
0.252359 0.771464 -0.705195
0.261384 0.801218 -0.650679
0.271682 0.827585 -0.593122
0.282979 0.850598 -0.532971
0.294864 0.87034 -0.470644
0.306795 0.886927 -0.406511
0.318148 0.900499 -0.340892
0.328291 0.91121 -0.274073
0.336669 0.919233 -0.206321
0.342875 0.92476 -0.137899
0.34667 0.927978 -0.0690509
0.347703 0.929325 9.14538e-17
0.346422 0.928267 0.0690507
Ascii values of ux, uy and uz follow
0.357564 0.91479 -0.0690568
0.358887 0.915316 8.06548e-17
0.357747 0.914539 0.0690569
0.354419 0.91217 0.137963
0.349156 0.908089 0.206566
0.342327 0.902098 0.2747
0.334365 0.893914 0.342169
0.325727 0.883185 0.408721
0.31688 0.869492 0.474027
0.308282 0.852385 0.537659
0.30035 0.831454 0.599095
0.293406 0.80643 0.657744
0.287645 0.777254 0.713009
0.283113 0.744087 0.764378
0.27974 0.70724 0.811477
0.277386 0.667075 0.854097
0.275895 0.623919 0.892168
0.275135 0.578 0.925705
0.275029 0.529445 0.954738
0.275566 0.478301 0.979257
0.276801 0.424594 0.999169
0.27885 0.368398 1.01429
0.281866 0.309892 1.02438
0.285999 0.249393 1.02921
0.291349 0.187345 1.02865
0.297913 0.124269 1.02273
0.305546 0.0606723 1.01173
0.313965 -0.00302581 0.996135
0.322778 -0.0665346 0.976536
0.331538 -0.12968 0.953552
0.339777 -0.192367 0.927739
0.347033 -0.254545 0.899563
0.352863 -0.316184 0.869392
0.356871 -0.377248 0.837512
0.35876 -0.437674 0.804126
0.358379 -0.497364 0.769365
0.355759 -0.556182 0.733294
0.351104 -0.61395 0.695909
0.344752 -0.670445 0.657141
0.337117 -0.72538 0.616859
0.328652 -0.77839 0.574895
0.319823 -0.829015 0.531054
0.311094 -0.876692 0.485146
0.302898 -0.920777 0.43704
0.295596 -0.96061 0.386743
0.289428 -0.995603 0.334439
0.284489 -1.02532 0.280485
0.280743 -1.04954 0.225325
0.278067 -1.06821 0.169402
0.276305 -1.0814 0.11307
0.275313 -1.08924 0.0565621
0.274994 -1.09184 -2.00509e-16
0.275313 -1.08924 -0.0565621
0.276305 -1.0814 -0.11307
0.278067 -1.06821 -0.169402
0.280743 -1.04954 -0.225325
0.284489 -1.02532 -0.280485
0.289428 -0.995603 -0.334439
0.295596 -0.96061 -0.386743
0.302898 -0.920777 -0.43704
0.311094 -0.876692 -0.485146
0.319823 -0.829015 -0.531054
0.328652 -0.77839 -0.574895
0.337117 -0.72538 -0.616859
0.344752 -0.670445 -0.657141
0.351104 -0.61395 -0.695909
0.355759 -0.556182 -0.733294
0.358379 -0.497364 -0.769365
0.35876 -0.437674 -0.804126
0.356871 -0.377248 -0.837512
0.352863 -0.316184 -0.869392
0.347033 -0.254545 -0.899563
0.339777 -0.192367 -0.927739
0.331538 -0.12968 -0.953552
0.322778 -0.0665346 -0.976536
0.313965 -0.00302581 -0.996135
0.305546 0.0606723 -1.01173
0.297913 0.124269 -1.02273
0.291349 0.187345 -1.02865
0.285999 0.249393 -1.02921
0.281866 0.309892 -1.02438
0.27885 0.368398 -1.01429
0.276801 0.424594 -0.999169
0.275566 0.478301 -0.979257
0.275029 0.529445 -0.954738
0.275135 0.578 -0.925705
0.275895 0.623919 -0.892168
0.277386 0.667075 -0.854097
0.27974 0.70724 -0.811477
0.283113 0.744087 -0.764378
0.287645 0.777254 -0.713009
0.293406 0.80643 -0.657744
0.30035 0.831454 -0.599095
0.308282 0.852385 -0.537659
0.31688 0.869492 -0.474027
0.325727 0.883185 -0.408721
0.334365 0.893914 -0.342169
0.342327 0.902098 -0.2747
0.349156 0.908089 -0.206566
0.354419 0.91217 -0.137963
0.357747 0.914539 -0.0690569
0.358709 0.915578 8.02758e-17
0.357564 0.91479 0.0690568
Ascii values of ux, uy and uz follow
0.364401 0.904172 -0.0690656
0.365247 0.904344 1.11171e-16
0.364489 0.904008 0.0690657
0.36231 0.90291 0.13805
0.358967 0.900772 0.206861
0.354813 0.897139 0.275376
0.350216 0.891403 0.343409
0.345519 0.882865 0.410669
0.340997 0.870843 0.476741
0.336833 0.854779 0.541086
0.33311 0.834331 0.603082
0.329827 0.809411 0.662093
0.326943 0.780156 0.717542
0.324426 0.746872 0.768972
0.322285 0.70994 0.816077
0.320566 0.669736 0.85869
0.319335 0.626571 0.896761
0.318652 0.580655 0.930302
0.318553 0.5321 0.959337
0.319044 0.480953 0.983852
0.320098 0.427243 1.00376
0.321662 0.371038 1.01891
0.323669 0.3125 1.02907
0.326064 0.251913 1.03397
0.328823 0.189696 1.03343
0.331968 0.126373 1.02734
0.335541 0.0625148 1.01581
0.339563 -0.00134316 0.999148
0.343981 -0.0647796 0.9779
0.348647 -0.127545 0.952779
0.353312 -0.189568 0.92458
0.357654 -0.250917 0.89408
0.361309 -0.311726 0.861947
0.36391 -0.37213 0.828696
0.365162 -0.432213 0.794666
0.364908 -0.491978 0.760033
0.363181 -0.55134 0.72481
0.36019 -0.610117 0.688855
0.356265 -0.668017 0.651878
0.351775 -0.724617 0.613472
0.347078 -0.779361 0.573177
0.342471 -0.831576 0.530571
0.338174 -0.880522 0.485376
0.3343 -0.925471 0.437527
0.330875 -0.965779 0.387195
0.327863 -1.00096 0.33474
0.325225 -1.0307 0.280638
0.322955 -1.05489 0.225383
0.321088 -1.07352 0.169416
0.319687 -1.0867 0.113071
0.318816 -1.09455 0.0565621
0.31852 -1.09715 -3.73478e-16
0.318816 -1.09455 -0.0565621
0.319687 -1.0867 -0.113071
0.321088 -1.07352 -0.169416
0.322955 -1.05489 -0.225383
0.325225 -1.0307 -0.280638
0.327863 -1.00096 -0.33474
0.330875 -0.965779 -0.387195
0.3343 -0.925471 -0.437527
0.338174 -0.880522 -0.485376
0.342471 -0.831576 -0.530571
0.347078 -0.779361 -0.573177
0.351775 -0.724617 -0.613472
0.356265 -0.668017 -0.651878
0.36019 -0.610117 -0.688855
0.363181 -0.55134 -0.72481
0.364908 -0.491978 -0.760033
0.365162 -0.432213 -0.794666
0.36391 -0.37213 -0.828696
0.361309 -0.311726 -0.861947
0.357654 -0.250917 -0.89408
0.353312 -0.189568 -0.92458
0.348647 -0.127545 -0.952779
0.343981 -0.0647796 -0.9779
0.339563 -0.00134316 -0.999148
0.335541 0.0625148 -1.01581
0.331968 0.126373 -1.02734
0.328823 0.189696 -1.03343
0.326064 0.251913 -1.03397
0.323669 0.3125 -1.02907
0.321662 0.371038 -1.01891
0.320098 0.427243 -1.00376
0.319044 0.480953 -0.983852
0.318553 0.5321 -0.959337
0.318652 0.580655 -0.930302
0.319335 0.626571 -0.896761
0.320566 0.669736 -0.85869
0.322285 0.70994 -0.816077
0.324426 0.746872 -0.768972
0.326943 0.780156 -0.717542
0.329827 0.809411 -0.662093
0.33311 0.834331 -0.603082
0.336833 0.854779 -0.541086
0.340997 0.870843 -0.476741
0.345519 0.882865 -0.410669
0.350216 0.891403 -0.343409
0.354813 0.897139 -0.275376
0.358967 0.900772 -0.206861
0.36231 0.90291 -0.13805
0.364489 0.904008 -0.0690657
0.365169 0.904518 1.11708e-16
0.364401 0.904172 0.0690656
Ascii values of ux, uy and uz follow
0.366925 0.900023 -0.0690707
0.366866 0.900095 1.12464e-16
0.366958 0.90004 0.0690706
0.367218 0.899691 0.138097
0.367591 0.898542 0.207011
0.367978 0.895861 0.275695
0.368252 0.89083 0.343938
0.368304 0.882683 0.41141
0.368083 0.870807 0.477663
0.36761 0.854788 0.542152
0.366962 0.834421 0.604283
0.366238 0.809685 0.663457
0.365524 0.780704 0.71912
0.364887 0.747718 0.7708
0.364361 0.711042 0.81815
0.363961 0.671019 0.860965
0.36369 0.627957 0.899172
0.363545 0.582086 0.932782
0.363525 0.533538 0.961826
0.363628 0.482364 0.98629
0.363856 0.428597 1.00608
0.364213 0.372312 1.021
0.364698 0.313686 1.03083
0.365301 0.253026 1.03536
0.365995 0.190756 1.03446
0.366725 0.127387 1.02809
0.367409 0.0634626 1.01639
0.36795 -0.000491565 0.999619
0.368261 -0.0640254 0.978206
0.368298 -0.12682 0.952726
0.368088 -0.188729 0.9239
0.367725 -0.249796 0.892539
0.367334 -0.310211 0.859472
0.367028 -0.370238 0.825445
0.366876 -0.430105 0.791014
0.366907 -0.489917 0.756463
0.367115 -0.549609 0.721758
0.36746 -0.608927 0.686577
0.367855 -0.667451 0.650385
0.368181 -0.724626 0.612575
0.368316 -0.779804 0.572599
0.368187 -0.832293 0.530081
0.367792 -0.881404 0.484861
0.367192 -0.926497 0.436996
0.366482 -0.967009 0.386716
0.365756 -1.00248 0.334379
0.365088 -1.03259 0.280414
0.364522 -1.05713 0.225273
0.36408 -1.07606 0.169375
0.363766 -1.08944 0.113061
0.36358 -1.09739 0.0565612
0.363518 -1.10003 -2.55763e-16
0.36358 -1.09739 -0.0565612
0.363766 -1.08944 -0.113061
0.36408 -1.07606 -0.169375
0.364522 -1.05713 -0.225273
0.365088 -1.03259 -0.280414
0.365756 -1.00248 -0.334379
0.366482 -0.967009 -0.386716
0.367192 -0.926497 -0.436996
0.367792 -0.881404 -0.484861
0.368187 -0.832293 -0.530081
0.368316 -0.779804 -0.572599
0.368181 -0.724626 -0.612575
0.367855 -0.667451 -0.650385
0.36746 -0.608927 -0.686577
0.367115 -0.549609 -0.721758
0.366907 -0.489917 -0.756463
0.366876 -0.430105 -0.791014
0.367028 -0.370238 -0.825445
0.367334 -0.310211 -0.859472
0.367725 -0.249796 -0.892539
0.368088 -0.188729 -0.9239
0.368298 -0.12682 -0.952726
0.368261 -0.0640254 -0.978206
0.36795 -0.000491565 -0.999619
0.367409 0.0634626 -1.01639
0.366725 0.127387 -1.02809
0.365995 0.190756 -1.03446
0.365301 0.253026 -1.03536
0.364698 0.313686 -1.03083
0.364213 0.372312 -1.021
0.363856 0.428597 -1.00608
0.363628 0.482364 -0.98629
0.363525 0.533538 -0.961826
0.363545 0.582086 -0.932782
0.36369 0.627957 -0.899172
0.363961 0.671019 -0.860965
0.364361 0.711042 -0.81815
0.364887 0.747718 -0.7708
0.365524 0.780704 -0.71912
0.366238 0.809685 -0.663457
0.366962 0.834421 -0.604283
0.36761 0.854788 -0.542152
0.368083 0.870807 -0.477663
0.368304 0.882683 -0.41141
0.368252 0.89083 -0.343938
0.367978 0.895861 -0.275695
0.367591 0.898542 -0.207011
0.367218 0.899691 -0.138097
0.366958 0.90004 -0.0690706
0.366854 0.900077 1.12551e-16
0.366925 0.900023 0.0690707
Ascii values of ux, uy and uz follow
0.370674 0.905239 -0.0690642
0.370044 0.905982 1.28405e-16
0.370808 0.905402 0.0690641
0.373007 0.90364 0.138034
0.376377 0.900596 0.206809
0.380544 0.896046 0.275269
0.385091 0.889586 0.34324
0.389616 0.880648 0.41046
0.393798 0.868582 0.476547
0.397428 0.852788 0.540991
0.400427 0.832838 0.603188
0.402814 0.808533 0.662497
0.404667 0.779904 0.718316
0.406077 0.747167 0.770139
0.407127 0.710653 0.817604
0.407879 0.670727 0.860506
0.408373 0.62772 0.898773
0.408633 0.581875 0.932416
0.40867 0.533329 0.961465
0.408485 0.482143 0.985902
0.408071 0.428353 1.00562
0.407409 0.372042 1.02044
0.406464 0.313394 1.0301
0.405182 0.252726 1.03438
0.403487 0.190481 1.03311
0.401288 0.127191 1.02632
0.398499 0.0634028 1.01419
0.395076 -0.000390941 0.997155
0.391061 -0.0638277 0.975828
0.386619 -0.126711 0.950963
0.382038 -0.188997 0.923335
0.377698 -0.25073 0.893621
0.374017 -0.31197 0.862319
0.371392 -0.37274 0.829743
0.37013 -0.433018 0.796061
0.370386 -0.492742 0.761356
0.372128 -0.551826 0.725671
0.375145 -0.610155 0.688994
0.379092 -0.667542 0.651229
0.383559 -0.723684 0.612155
0.388132 -0.778126 0.571438
0.392458 -0.830253 0.528696
0.396287 -0.879346 0.483617
0.399498 -0.924655 0.43606
0.402083 -0.96549 0.386104
0.404103 -1.00129 0.334023
0.405651 -1.03166 0.280228
0.406813 -1.05641 0.225187
0.407659 -1.07548 0.169342
0.408236 -1.08895 0.113052
0.408572 -1.09696 0.0565603
0.408682 -1.09961 -2.44747e-16
0.408572 -1.09696 -0.0565603
0.408236 -1.08895 -0.113052
0.407659 -1.07548 -0.169342
0.406813 -1.05641 -0.225187
0.405651 -1.03166 -0.280228
0.404103 -1.00129 -0.334023
0.402083 -0.96549 -0.386104
0.399498 -0.924655 -0.43606
0.396287 -0.879346 -0.483617
0.392458 -0.830253 -0.528696
0.388132 -0.778126 -0.571438
0.383559 -0.723684 -0.612155
0.379092 -0.667542 -0.651229
0.375145 -0.610155 -0.688994
0.372128 -0.551826 -0.725671
0.370386 -0.492742 -0.761356
0.37013 -0.433018 -0.796061
0.371392 -0.37274 -0.829743
0.374017 -0.31197 -0.862319
0.377698 -0.25073 -0.893621
0.382038 -0.188997 -0.923335
0.386619 -0.126711 -0.950963
0.391061 -0.0638277 -0.975828
0.395076 -0.000390941 -0.997155
0.398499 0.0634028 -1.01419
0.401288 0.127191 -1.02632
0.403487 0.190481 -1.03311
0.405182 0.252726 -1.03438
0.406464 0.313394 -1.0301
0.407409 0.372042 -1.02044
0.408071 0.428353 -1.00562
0.408485 0.482143 -0.985902
0.40867 0.533329 -0.961465
0.408633 0.581875 -0.932416
0.408373 0.62772 -0.898773
0.407879 0.670727 -0.860506
0.407127 0.710653 -0.817604
0.406077 0.747167 -0.770139
0.404667 0.779904 -0.718316
